MAG,domain,phylum,host_family,genus,species,vOTU,iphop,phase,method_iphop,viral_tax,checkv_quality,lifestyle,lifestyle_prediction_method
MAG_109,Bacteria,Actinomycetota,Brevibacteriaceae,Sediminivirga,,cn_080913_2_rerun_000000000065,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Complete,lytic,checkv & bacphlip
MAG_109,Bacteria,Actinomycetota,Brevibacteriaceae,Sediminivirga,,raw-080913-2_rerun_bin_157_k141_1116838,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_109,Bacteria,Actinomycetota,Brevibacteriaceae,Sediminivirga,,080913_2_rerun_k141_2258592,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_109,Bacteria,Actinomycetota,Brevibacteriaceae,Sediminivirga,,cn_080913_2_rerun_000000000562,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_111,Bacteria,Actinomycetota,Solirubrobacteraceae,,,cn_080913_2_rerun_000000000230,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_112,Bacteria,Actinomycetota,Propionibacteriaceae,Naumannella,,cn_080913_2_rerun_000000000686,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_112,Bacteria,Actinomycetota,Propionibacteriaceae,Naumannella,,080913_2_rerun_k141_3291660,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_112,Bacteria,Actinomycetota,Propionibacteriaceae,Naumannella,,080913_2_rerun_k141_2596046,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_112,Bacteria,Actinomycetota,Propionibacteriaceae,Naumannella,,raw-080913-2_rerun_bin_137_k141_3104766,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_112,Bacteria,Actinomycetota,Propionibacteriaceae,Naumannella,,cn_080913_2_rerun_000000000781,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_114,Bacteria,Pseudomonadota,Rhizobiaceae,HY038,HY038 sp014117425,cn_080913_2_rerun_000000000827|provirus_114_45600,TRUE,FALSE,blast,Unclassified,High-quality,lysogenic,bacphlip
MAG_114,Bacteria,Pseudomonadota,Rhizobiaceae,HY038,HY038 sp014117425,cn_080813_7_mc_000000000518|provirus_4050_28869,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_114,Bacteria,Pseudomonadota,Rhizobiaceae,HY038,HY038 sp014117425,cn_080813_7_mc_000000000750|provirus_6588_25524,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_114,Bacteria,Pseudomonadota,Rhizobiaceae,HY038,HY038 sp014117425,080813_7_mc_k141_399239|provirus_40560_59034,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_114,Bacteria,Pseudomonadota,Rhizobiaceae,HY038,HY038 sp014117425,080913_2_rerun_k141_3031911|provirus_106438_124573,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_114,Bacteria,Pseudomonadota,Rhizobiaceae,HY038,HY038 sp014117425,cn_080813_7_mc_000000000748|provirus_55_14221,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,bacphlip
MAG_114,Bacteria,Pseudomonadota,Rhizobiaceae,HY038,HY038 sp014117425,080813_7_mc_k141_1006805|provirus_6494_14076,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,checkv
MAG_115,Bacteria,Actinomycetota,Nakamurellaceae,Nakamurella,,080913_2_rerun_k141_1758390|provirus_1_6719,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_115,Bacteria,Actinomycetota,Nakamurellaceae,Nakamurella,,080913_2_rerun_k141_1892870,TRUE,FALSE,blast,Unclassified,Not-determined,lysogenic,bacphlip
MAG_115,Bacteria,Actinomycetota,Nakamurellaceae,Nakamurella,,080913_2_rerun_k141_1941727,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_115,Bacteria,Actinomycetota,Nakamurellaceae,Nakamurella,,cn_080913_2_rerun_000000000762,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_115,Bacteria,Actinomycetota,Nakamurellaceae,Nakamurella,,cn_080913_2_rerun_000000000804,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lysogenic,bacphlip
MAG_115,Bacteria,Actinomycetota,Nakamurellaceae,Nakamurella,,cn_080913_2_rerun_000000000298,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_115,Bacteria,Actinomycetota,Nakamurellaceae,Nakamurella,,cn_080913_2_rerun_000000000295,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_116,Bacteria,Actinomycetota,Dermatophilaceae,,,raw-080913-2_rerun_bin_136_k141_3279160,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_117,Bacteria,Actinomycetota,JAAYBP01,JAGQSN01,,cn_080913_2_rerun_000000000655,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_120,Bacteria,Pseudomonadota,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei_A,cn_080913_2_rerun_000000000826|provirus_6627_26832,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,bacphlip
MAG_120,Bacteria,Pseudomonadota,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei_A,080913_2_rerun_k141_476024|provirus_308_13421,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,bacphlip
MAG_120,Bacteria,Pseudomonadota,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei_A,080913_2_rerun_k141_893032,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_121,Bacteria,Actinomycetota,Brevibacteriaceae,Brevibacterium,,080913_2_rerun_k141_3176327|provirus_3_8646,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_121,Bacteria,Actinomycetota,Brevibacteriaceae,Brevibacterium,,080913_2_rerun_k141_2958402|provirus_28230_35405,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,bacphlip
MAG_122,Bacteria,Actinomycetota,Mycobacteriaceae,Gordonia,,080913_2_rerun_k141_2410772|provirus_51709_60765,TRUE,FALSE,blast,Unclassified,Medium-quality,lysogenic,bacphlip
MAG_122,Bacteria,Actinomycetota,Mycobacteriaceae,Gordonia,,080913_2_rerun_k141_36241,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_122,Bacteria,Actinomycetota,Mycobacteriaceae,Gordonia,,cn_080913_2_rerun_000000000076,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Complete,lytic,checkv & bacphlip
MAG_124,Bacteria,Actinomycetota,Streptomycetaceae,Streptomyces,,080913_2_rerun_k141_3074086|provirus_4618_43727,TRUE,FALSE,blast,Unclassified,Medium-quality,lysogenic,checkv & bacphlip
MAG_124,Bacteria,Actinomycetota,Streptomycetaceae,Streptomyces,,080913_2_rerun_k141_2217901|provirus_156984_183805,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,checkv & bacphlip
MAG_125,Bacteria,Actinomycetota,Mycobacteriaceae,Corynebacterium,,080913_2_rerun_k141_2809571|provirus_1_9543,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_125,Bacteria,Actinomycetota,Mycobacteriaceae,Corynebacterium,,cn_080913_2_rerun_000000000750,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lysogenic,checkv
MAG_127,Bacteria,Actinomycetota,Propionibacteriaceae,Propionicicella,,080913_2_rerun_k141_2103734,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_127,Bacteria,Actinomycetota,Propionibacteriaceae,Propionicicella,,080913_2_rerun_k141_2010541,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_127,Bacteria,Actinomycetota,Propionibacteriaceae,Propionicicella,,cn_080913_2_rerun_000000000102,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_127,Bacteria,Actinomycetota,Propionibacteriaceae,Propionicicella,,cn_080913_2_rerun_000000000293,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_131,Bacteria,Actinomycetota,Actinomycetaceae,KH17,,080913_2_rerun_k141_254675|provirus_228_15721,TRUE,FALSE,blast,Unclassified,High-quality,lysogenic,bacphlip
MAG_132,Bacteria,Pseudomonadota,Enterobacteriaceae,Scandinavium,,080913_2_rerun_k141_1201922|provirus_21776_35960,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,bacphlip
MAG_132,Bacteria,Pseudomonadota,Enterobacteriaceae,Scandinavium,,cn_080913_2_rerun_000000000624,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_132,Bacteria,Pseudomonadota,Enterobacteriaceae,Scandinavium,,cn_080913_2_rerun_000000000155,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_133,Bacteria,Actinomycetota,Nocardioidaceae,Nocardioides,,080913_2_rerun_k141_80615,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_134,Bacteria,Actinomycetota,Microbacteriaceae,,,cn_080913_2_rerun_000000000581,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_134,Bacteria,Actinomycetota,Microbacteriaceae,,,cn_080913_2_rerun_000000000542,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_134,Bacteria,Actinomycetota,Microbacteriaceae,,,cn_080913_2_rerun_000000000246,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_135,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,080913_2_rerun_k141_1722781,TRUE,FALSE,blast,Unclassified,Not-determined,lytic,checkv & bacphlip
MAG_135,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,080913_2_rerun_k141_1722837,TRUE,FALSE,blast,Unclassified,Not-determined,lytic,checkv & bacphlip
MAG_135,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,cn_080913_2_rerun_000000000276,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_135,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,cn_080913_2_rerun_000000000609,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_135,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,cn_080913_2_rerun_000000000195,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_135,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,cn_080913_2_rerun_000000000709,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_135,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,cn_080913_2_rerun_000000000577,FALSE,TRUE,NA,Autographiviridae; Unclassified family,Low-quality,lytic,checkv & bacphlip
MAG_138,Bacteria,Actinomycetota,Dermatophilaceae,,,cn_080913_2_rerun_000000000272,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Complete,lytic,checkv & bacphlip
MAG_140,Bacteria,Chloroflexota,UBA6265,UBA6265,,cn_080913_2_rerun_000000000499,TRUE,TRUE,blast,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_140,Bacteria,Chloroflexota,UBA6265,UBA6265,,cn_080913_2_rerun_000000000307,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_140,Bacteria,Chloroflexota,UBA6265,UBA6265,,cn_080913_2_rerun_000000000333,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lysogenic,checkv
MAG_140,Bacteria,Chloroflexota,UBA6265,UBA6265,,cn_080913_2_rerun_000000000719,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_140,Bacteria,Chloroflexota,UBA6265,UBA6265,,cn_080913_2_rerun_000000000384,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_140,Bacteria,Chloroflexota,UBA6265,UBA6265,,cn_080913_2_rerun_000000000369,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_142,Bacteria,Bacillota_A,Peptostreptococcaceae,Clostridioides_A,,080913_2_rerun_k141_1773695|provirus_149_31518,TRUE,FALSE,blast,Unclassified,Medium-quality,lytic,checkv & bacphlip
MAG_142,Bacteria,Bacillota_A,Peptostreptococcaceae,Clostridioides_A,,cn_080913_2_rerun_000000000358,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,unclear,Not-determined
MAG_142,Bacteria,Bacillota_A,Peptostreptococcaceae,Clostridioides_A,,cn_080913_2_rerun_000000000123,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_142,Bacteria,Bacillota_A,Peptostreptococcaceae,Clostridioides_A,,cn_080913_2_rerun_000000000101,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_142,Bacteria,Bacillota_A,Peptostreptococcaceae,Clostridioides_A,,cn_080913_2_rerun_000000000264,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_142,Bacteria,Bacillota_A,Peptostreptococcaceae,Clostridioides_A,,cn_080913_2_rerun_000000000444,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_142,Bacteria,Bacillota_A,Peptostreptococcaceae,Clostridioides_A,,cn_080913_2_rerun_000000000318,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_143,Bacteria,Pseudomonadota,Xanthomonadaceae,Luteimonas_D,,cn_080913_2_rerun_000000000291,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_144,Bacteria,Actinomycetota,JAAYBP01,JAGQSN01,,cn_080913_2_rerun_000000000520,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Complete,lytic,checkv & bacphlip
MAG_144,Bacteria,Actinomycetota,JAAYBP01,JAGQSN01,,cn_080913_2_rerun_000000000140,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_144,Bacteria,Actinomycetota,JAAYBP01,JAGQSN01,,cn_080913_2_rerun_000000000271,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_144,Bacteria,Actinomycetota,JAAYBP01,JAGQSN01,,cn_080913_2_rerun_000000000789,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_145,Bacteria,Actinomycetota,Microbacteriaceae,Microbacterium,,080613_5_ph_rerun_k141_887500,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_146,Bacteria,Actinomycetota,Microbacteriaceae,Agrococcus,,cn_080913_2_rerun_000000000085,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_147,Bacteria,Actinomycetota,Actinomycetaceae,KH17,,080913_2_rerun_k141_1892870,TRUE,FALSE,blast,Unclassified,Not-determined,lysogenic,bacphlip
MAG_147,Bacteria,Actinomycetota,Actinomycetaceae,KH17,,080613_5_ph_rerun_k141_1187666,TRUE,FALSE,blast,Unclassified,Not-determined,lysogenic,bacphlip
MAG_147,Bacteria,Actinomycetota,Actinomycetaceae,KH17,,cn_080913_2_rerun_000000000104,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_147,Bacteria,Actinomycetota,Actinomycetaceae,KH17,,cn_080913_2_rerun_000000000722,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_147,Bacteria,Actinomycetota,Actinomycetaceae,KH17,,cn_080913_2_rerun_000000000564,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_147,Bacteria,Actinomycetota,Actinomycetaceae,KH17,,cn_080913_2_rerun_000000000151,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,unclear,Not-determined
MAG_147,Bacteria,Actinomycetota,Actinomycetaceae,KH17,,cn_080913_2_rerun_000000000178,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_147,Bacteria,Actinomycetota,Actinomycetaceae,KH17,,cn_080913_2_rerun_000000000717,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_149,Bacteria,Actinomycetota,Mycobacteriaceae,Gordonia,,080913_2_rerun_k141_1764284|provirus_90735_110533,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_149,Bacteria,Actinomycetota,Mycobacteriaceae,Gordonia,,cn_080913_2_rerun_000000000027,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,High-quality,lysogenic,bacphlip
MAG_150,Bacteria,Pseudomonadota,Enterobacteriaceae,Enterobacter,,cn_080913_2_rerun_000000000706,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_150,Bacteria,Pseudomonadota,Enterobacteriaceae,Enterobacter,,080913_2_rerun_k141_3128120,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_150,Bacteria,Pseudomonadota,Enterobacteriaceae,Enterobacter,,cn_080913_2_rerun_000000000613,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lysogenic,bacphlip
MAG_151,Bacteria,Pseudomonadota,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata,cn_080913_2_rerun_000000000831,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lysogenic,checkv & bacphlip
MAG_151,Bacteria,Pseudomonadota,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata,cn_080913_2_rerun_000000000034,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Complete,lysogenic,bacphlip
MAG_151,Bacteria,Pseudomonadota,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata,cn_080913_2_rerun_000000000510,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lysogenic,bacphlip
MAG_151,Bacteria,Pseudomonadota,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata,cn_080913_2_rerun_000000000020,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_151,Bacteria,Pseudomonadota,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata,cn_080913_2_rerun_000000000572,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_152,Bacteria,Actinomycetota,Geodermatophilaceae,JACCQS01,,cn_080913_2_rerun_000000000735,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_152,Bacteria,Actinomycetota,Geodermatophilaceae,JACCQS01,,cn_080913_2_rerun_000000000261,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_152,Bacteria,Actinomycetota,Geodermatophilaceae,JACCQS01,,cn_080913_2_rerun_000000000077,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_152,Bacteria,Actinomycetota,Geodermatophilaceae,JACCQS01,,cn_080913_2_rerun_000000000285,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_152,Bacteria,Actinomycetota,Geodermatophilaceae,JACCQS01,,cn_080913_2_rerun_000000000769,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_154,Bacteria,Actinomycetota,Antricoccaceae,Epidermidibacterium,,080913_2_rerun_k141_753609,TRUE,FALSE,blast,Unclassified,Not-determined,lytic,checkv & bacphlip
MAG_155,Bacteria,Actinomycetota,Nocardioidaceae,Nocardioides,,cn_080913_2_rerun_000000000396,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_156,Bacteria,Actinomycetota,Beutenbergiaceae,Pseudactinotalea,,cn_080913_2_rerun_000000000003,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,bacphlip
MAG_156,Bacteria,Actinomycetota,Beutenbergiaceae,Pseudactinotalea,,cn_080913_2_rerun_000000000580,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_157,Bacteria,Pseudomonadota,Acetobacteraceae,Asaia,Asaia siamensis,080913_2_rerun_k141_3033474|provirus_22203_41269,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_158,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,cn_080913_2_rerun_000000000601,TRUE,TRUE,blast,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_158,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,080913_2_rerun_k141_435293,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_158,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,cn_080913_2_rerun_000000000472,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_158,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,cn_080913_2_rerun_000000000492,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_159,Bacteria,Actinomycetota,Mycobacteriaceae,Tsukamurella,,080913_2_rerun_k141_2506883,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_159,Bacteria,Actinomycetota,Mycobacteriaceae,Tsukamurella,,cn_080913_2_rerun_000000000236,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_160,Bacteria,Actinomycetota,Dermatophilaceae,Demetria,,080913_2_rerun_k141_1962808,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_160,Bacteria,Actinomycetota,Dermatophilaceae,Demetria,,cn_080913_2_rerun_000000000329,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_160,Bacteria,Actinomycetota,Dermatophilaceae,Demetria,,cn_080913_2_rerun_000000000659,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_160,Bacteria,Actinomycetota,Dermatophilaceae,Demetria,,cn_080913_2_rerun_000000000766,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_160,Bacteria,Actinomycetota,Dermatophilaceae,Demetria,,cn_080913_2_rerun_000000000602,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_160,Bacteria,Actinomycetota,Dermatophilaceae,Demetria,,cn_080913_2_rerun_000000000163,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_160,Bacteria,Actinomycetota,Dermatophilaceae,Demetria,,cn_080913_2_rerun_000000000028,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_161,Bacteria,Actinomycetota,Streptomycetaceae,Streptomyces,,cn_080913_2_rerun_000000000076,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Complete,lytic,checkv & bacphlip
MAG_161,Bacteria,Actinomycetota,Streptomycetaceae,Streptomyces,,080913_2_rerun_k141_2975100,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_161,Bacteria,Actinomycetota,Streptomycetaceae,Streptomyces,,cn_080913_2_rerun_000000000130,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_161,Bacteria,Actinomycetota,Streptomycetaceae,Streptomyces,,cn_080913_2_rerun_000000000595,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_162,Bacteria,Actinomycetota,JAAYBP01,JAGQSN01,,cn_080913_2_rerun_000000000304,TRUE,TRUE,blast,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_162,Bacteria,Actinomycetota,JAAYBP01,JAGQSN01,,080913_2_rerun_k141_1779172,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_162,Bacteria,Actinomycetota,JAAYBP01,JAGQSN01,,cn_080913_2_rerun_000000000147,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_162,Bacteria,Actinomycetota,JAAYBP01,JAGQSN01,,cn_080913_2_rerun_000000000674,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_163,Bacteria,Actinomycetota,Actinomycetaceae,KH17,,cn_080913_2_rerun_000000000363,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_163,Bacteria,Actinomycetota,Actinomycetaceae,KH17,,cn_080913_2_rerun_000000000466,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_166,Bacteria,Pseudomonadota,Xanthomonadaceae,Luteimonas_D,,cn_080913_2_rerun_000000000118,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_166,Bacteria,Pseudomonadota,Xanthomonadaceae,Luteimonas_D,,cn_080913_2_rerun_000000000537,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_166,Bacteria,Pseudomonadota,Xanthomonadaceae,Luteimonas_D,,cn_080913_2_rerun_000000000551,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_167,Bacteria,Actinomycetota,Nocardioidaceae,Aeromicrobium,,080913_2_rerun_k141_2697155,TRUE,FALSE,blast,Unclassified,Not-determined,lytic,checkv & bacphlip
