MAG,contig,length
MAG_143,c_000000022377,671132
MAG_143,c_000000022378,2659766
MAG_143,c_000000022379,3077927
MAG_143,c_000000022380,1759848
MAG_143,c_000000022381,718472
MAG_143,c_000000022382,901620
MAG_143,c_000000022383,2262212
MAG_143,c_000000022384,1833007
MAG_143,c_000000022385,2948630
MAG_143,c_000000022386,886532
MAG_143,c_000000022387,1012618
MAG_143,c_000000022388,2671341
MAG_143,c_000000022389,2032863
MAG_143,c_000000022390,2250870
MAG_143,c_000000022391,1336012
MAG_143,c_000000022392,2175694
MAG_143,c_000000022393,2003203
MAG_143,c_000000022394,1100703
MAG_143,c_000000022395,1827339
MAG_143,c_000000022396,3069951
MAG_143,c_000000022397,145563
MAG_143,c_000000022398,3334039
MAG_143,c_000000022399,1763736
MAG_143,c_000000022400,1543670
MAG_143,c_000000022401,1771192
MAG_143,c_000000022402,1202586
MAG_143,c_000000022403,2707966
MAG_143,c_000000022404,2494470
MAG_143,c_000000022405,443634
MAG_143,c_000000022406,2006032
MAG_143,c_000000022407,1580439
MAG_143,c_000000022408,1552107
MAG_143,c_000000022409,2828569
MAG_143,c_000000022410,969759
MAG_143,c_000000022411,1751560
MAG_143,c_000000022412,1133428
MAG_143,c_000000022413,1790709
MAG_143,c_000000022414,2848044
MAG_143,c_000000022415,3261778
MAG_143,c_000000022416,1361576
MAG_143,c_000000022417,1841398
MAG_143,c_000000022418,242683
MAG_143,c_000000022419,483262
MAG_143,c_000000022420,248634
MAG_143,c_000000022421,1538666
MAG_143,c_000000022422,508683
MAG_143,c_000000022423,992280
MAG_143,c_000000022424,898124
MAG_143,c_000000022425,2017092
MAG_143,c_000000022426,1114841
MAG_143,c_000000022427,251634
MAG_143,c_000000022428,2431657
MAG_143,c_000000022429,2208474
MAG_143,c_000000022430,1354038
MAG_143,c_000000022431,1809610
MAG_143,c_000000022432,2032303
MAG_143,c_000000022433,779595
MAG_143,c_000000022434,1781618
MAG_143,c_000000022435,1850231
MAG_143,c_000000022436,1999721
MAG_143,c_000000022437,1985022
MAG_143,c_000000022438,2653835
MAG_143,c_000000022439,3357493
MAG_143,c_000000022440,890274
MAG_143,c_000000022441,2180555
MAG_143,c_000000022442,2661917
MAG_143,c_000000022443,1397737
MAG_143,c_000000022444,880326
MAG_143,c_000000022445,2891480
MAG_143,c_000000022446,233227
MAG_143,c_000000022447,257929
MAG_143,c_000000022448,1757491
MAG_143,c_000000022449,2182653
MAG_143,c_000000022450,2182339
MAG_143,c_000000022451,3304760
MAG_143,c_000000022452,3276051
MAG_143,c_000000022453,577784
MAG_143,c_000000022454,3306056
MAG_143,c_000000022455,2494285
MAG_143,c_000000022456,672800
MAG_143,c_000000022457,1823655
MAG_143,c_000000022458,198515
MAG_143,c_000000022459,2834604
MAG_143,c_000000022460,1592842
MAG_143,c_000000022461,2579871
MAG_143,c_000000022462,470667
MAG_143,c_000000022463,1773535
MAG_143,c_000000022464,2266007
MAG_143,c_000000022465,976377
MAG_143,c_000000022466,627097
MAG_143,c_000000022467,1593610
MAG_143,c_000000022468,1123649
MAG_143,c_000000022469,3306677
MAG_143,c_000000022470,2321053
MAG_143,c_000000022471,963613
MAG_143,c_000000022472,669375
MAG_143,c_000000022473,927558
MAG_143,c_000000022474,2443283
MAG_143,c_000000022475,462753
MAG_143,c_000000022476,1970406
MAG_143,c_000000022477,2622356
MAG_143,c_000000022478,235898
MAG_143,c_000000022479,876804
MAG_143,c_000000022480,1148144
MAG_143,c_000000022481,1847263
MAG_143,c_000000022482,895821
MAG_143,c_000000022483,2623355
MAG_143,c_000000022484,1552378
MAG_143,c_000000022485,2974438
MAG_143,c_000000022486,384200
MAG_143,c_000000022487,1536108
MAG_143,c_000000022488,2140076
MAG_143,c_000000022489,3105106
MAG_143,c_000000022490,2011343
MAG_143,c_000000022491,1581679
MAG_143,c_000000022492,748977
MAG_143,c_000000022493,2003885
MAG_143,c_000000022494,2630175
MAG_143,c_000000022495,1993325
MAG_143,c_000000022496,3051704
MAG_143,c_000000022497,1197493
MAG_143,c_000000022498,3179714
MAG_143,c_000000022499,2236140
MAG_143,c_000000022500,2208510
MAG_143,c_000000022501,1985137
MAG_143,c_000000022502,1541402
MAG_143,c_000000022503,2187191
MAG_143,c_000000022504,985984
MAG_143,c_000000022505,3148072
MAG_143,c_000000022506,1878082
MAG_143,c_000000022507,2395252
MAG_143,c_000000022508,19160
MAG_143,c_000000022509,2562854
MAG_143,c_000000022510,7613
MAG_143,c_000000022511,3269463
MAG_143,c_000000022512,145897
MAG_143,c_000000022513,3268104
MAG_143,c_000000022514,1577639
MAG_143,c_000000022515,1960206
MAG_143,c_000000022516,2595307
MAG_143,c_000000022517,2374795
MAG_143,c_000000022518,1971347
MAG_143,c_000000022519,1182555
MAG_143,c_000000022520,664811
MAG_143,c_000000022521,2943347
MAG_143,c_000000022522,1764011
MAG_143,c_000000022523,2689394
MAG_143,c_000000022524,2865843
MAG_143,c_000000022525,3199568
MAG_143,c_000000022526,3293918
MAG_143,c_000000022527,2214849
MAG_143,c_000000022528,2218321
MAG_143,c_000000022529,2192084
MAG_143,c_000000022530,2405885
MAG_143,c_000000022531,3092698
MAG_143,c_000000022532,3154537
MAG_143,c_000000022533,1960372
MAG_143,c_000000022534,748840
MAG_143,c_000000022535,1532150
MAG_143,c_000000022536,2614861
MAG_143,c_000000022537,2719255
MAG_143,c_000000022538,2205886
MAG_143,c_000000022539,983567
MAG_143,c_000000022540,344097
MAG_143,c_000000022541,2635179
MAG_143,c_000000022542,969762
MAG_144,c_000000022543,1990126
MAG_144,c_000000022544,1963934
MAG_144,c_000000022545,1795524
MAG_144,c_000000022546,901934
MAG_144,c_000000022547,357821
MAG_144,c_000000022548,1754843
MAG_144,c_000000022549,3304071
MAG_144,c_000000022550,1290535
MAG_144,c_000000022551,914221
MAG_144,c_000000022552,266005
MAG_144,c_000000022553,1239431
MAG_144,c_000000022554,2684646
MAG_144,c_000000022555,1950510
MAG_144,c_000000022556,2572456
MAG_144,c_000000022557,2453890
MAG_144,c_000000022558,1327412
MAG_144,c_000000022559,3290610
MAG_144,c_000000022560,2660205
MAG_144,c_000000022561,1190498
MAG_144,c_000000022562,2528582
MAG_144,c_000000022563,2199507
MAG_144,c_000000022564,1754419
MAG_144,c_000000022565,2618457
MAG_144,c_000000022566,503075
MAG_144,c_000000022567,1865562
MAG_144,c_000000022568,2076047
MAG_144,c_000000022569,1814348
MAG_144,c_000000022570,2423018
MAG_144,c_000000022571,2234424
MAG_144,c_000000022572,1098395
MAG_144,c_000000022573,50860
MAG_144,c_000000022574,2649289
MAG_144,c_000000022575,2936687
MAG_144,c_000000022576,701822
MAG_144,c_000000022577,3189989
MAG_144,c_000000022578,1330535
MAG_144,c_000000022579,552896
MAG_144,c_000000022580,2850663
MAG_144,c_000000022581,2219781
MAG_144,c_000000022582,2672929
MAG_144,c_000000022583,1866877
MAG_144,c_000000022584,2046648
MAG_144,c_000000022585,1824662
MAG_144,c_000000022586,2686874
MAG_144,c_000000022587,3264959
MAG_144,c_000000022588,888328
MAG_144,c_000000022589,1686899
MAG_144,c_000000022590,1416492
MAG_144,c_000000022591,2216760
MAG_144,c_000000022592,2707174
MAG_144,c_000000022593,1539863
MAG_144,c_000000022594,2332434
MAG_144,c_000000022595,82366
MAG_144,c_000000022596,2018579
MAG_144,c_000000022597,3079414
MAG_144,c_000000022598,701705
MAG_144,c_000000022599,1537394
MAG_144,c_000000022600,2838047
MAG_144,c_000000022601,915137
MAG_144,c_000000022602,873520
MAG_144,c_000000022603,1635222
MAG_144,c_000000022604,2713115
MAG_144,c_000000022605,2142192
MAG_144,c_000000022606,884156
MAG_144,c_000000022607,402511
MAG_144,c_000000022608,1869040
MAG_144,c_000000022609,3161609
MAG_144,c_000000022610,2294071
MAG_144,c_000000022611,3299516
MAG_144,c_000000022612,477164
MAG_144,c_000000022613,5097
MAG_144,c_000000022614,1421987
MAG_144,c_000000022615,1227100
MAG_144,c_000000022616,1121686
MAG_144,c_000000022617,1108381
MAG_144,c_000000022618,2877639
MAG_144,c_000000022619,3075867
MAG_144,c_000000022620,2178328
MAG_144,c_000000022621,2632414
MAG_144,c_000000022622,5783
MAG_144,c_000000022623,1571287
MAG_144,c_000000022624,2494539
MAG_144,c_000000022625,2185477
MAG_144,c_000000022626,258386
MAG_144,c_000000022627,955385
MAG_144,c_000000022628,222579
MAG_144,c_000000022629,1917975
MAG_144,c_000000022630,705146
MAG_144,c_000000022631,2655716
MAG_144,c_000000022632,1259745
MAG_144,c_000000022633,567425
MAG_144,c_000000022634,2558828
MAG_144,c_000000022635,2431815
MAG_144,c_000000022636,1976671
MAG_144,c_000000022637,3110498
MAG_144,c_000000022638,1822115
MAG_144,c_000000022639,2397134
MAG_144,c_000000022640,760599
MAG_144,c_000000022641,1982666
MAG_144,c_000000022642,1207843
MAG_144,c_000000022643,5994
MAG_144,c_000000022644,1108821
MAG_144,c_000000022645,2309536
MAG_144,c_000000022646,727108
MAG_144,c_000000022647,3030174
MAG_144,c_000000022648,2847930
MAG_144,c_000000022649,559531
MAG_144,c_000000022650,2816560
MAG_144,c_000000022651,1108652
MAG_144,c_000000022652,706140
MAG_144,c_000000022653,896867
MAG_144,c_000000022654,2279054
MAG_144,c_000000022655,1592182
MAG_144,c_000000022656,3077422
MAG_144,c_000000022657,2432099
MAG_144,c_000000022658,2401818
MAG_144,c_000000022659,540957
MAG_144,c_000000022660,1533399
MAG_144,c_000000022661,1419724
MAG_144,c_000000022662,2396462
MAG_144,c_000000022663,486525
MAG_144,c_000000022664,1878434
MAG_144,c_000000022665,3352981
MAG_144,c_000000022666,1838729
MAG_144,c_000000022667,1690547
MAG_144,c_000000022668,1951826
MAG_144,c_000000022669,3116243
MAG_144,c_000000022670,2856313
MAG_144,c_000000022671,534234
MAG_144,c_000000022672,396758
MAG_144,c_000000022673,2962486
MAG_144,c_000000022674,2400628
MAG_144,c_000000022675,1572923
MAG_144,c_000000022676,109843
MAG_144,c_000000022677,3314202
MAG_144,c_000000022678,2639559
MAG_144,c_000000022679,1673470
MAG_144,c_000000022680,3074258
MAG_144,c_000000022681,1155197
MAG_144,c_000000022682,2207327
MAG_144,c_000000022683,503835
MAG_144,c_000000022684,1362527
MAG_144,c_000000022685,600871
MAG_144,c_000000022686,685510
MAG_144,c_000000022687,3267179
MAG_144,c_000000022688,1401922
MAG_144,c_000000022689,668001
MAG_144,c_000000022690,1863750
MAG_144,c_000000022691,1768915
MAG_144,c_000000022692,2807403
MAG_144,c_000000022693,989535
MAG_144,c_000000022694,691508
MAG_144,c_000000022695,771484
MAG_144,c_000000022696,452608
MAG_144,c_000000022697,2983546
MAG_144,c_000000022698,2768666
MAG_144,c_000000022699,1314045
MAG_144,c_000000022700,2869703
MAG_144,c_000000022701,3100228
MAG_144,c_000000022702,1843571
MAG_144,c_000000022703,877511
MAG_144,c_000000022704,2507811
MAG_144,c_000000022705,2305053
MAG_144,c_000000022706,736600
MAG_144,c_000000022707,1329313
MAG_144,c_000000022708,914626
MAG_144,c_000000022709,1932002
MAG_144,c_000000022710,2298363
MAG_144,c_000000022711,2669369
MAG_144,c_000000022712,1407248
MAG_144,c_000000022713,809207
MAG_144,c_000000022714,2337572
MAG_144,c_000000022715,2543992
MAG_144,c_000000022716,2236942
MAG_144,c_000000022717,2314195
MAG_144,c_000000022718,2056297
MAG_144,c_000000022719,324569
MAG_144,c_000000022720,2696631
MAG_144,c_000000022721,1647695
MAG_144,c_000000022722,1863842
MAG_144,c_000000022723,3262170
MAG_144,c_000000022724,2923460
MAG_144,c_000000022725,1310769
MAG_144,c_000000022726,2634188
MAG_144,c_000000022727,1623171
MAG_144,c_000000022728,2297507
MAG_144,c_000000022729,2361507
MAG_144,c_000000022730,2097663
MAG_144,c_000000022731,3276294
MAG_144,c_000000022732,1471901
MAG_144,c_000000022733,2243566
MAG_144,c_000000022734,3260086
MAG_144,c_000000022735,671382
MAG_144,c_000000022736,2832008
MAG_144,c_000000022737,1882921
MAG_144,c_000000022738,2004491
MAG_144,c_000000022739,296290
MAG_144,c_000000022740,1261437
MAG_144,c_000000022741,1408687
MAG_144,c_000000022742,1791712
MAG_144,c_000000022743,1587147
MAG_144,c_000000022744,2073934
MAG_144,c_000000022745,2627467
MAG_144,c_000000022746,1102728
MAG_144,c_000000022747,555397
MAG_144,c_000000022748,1155008
MAG_144,c_000000022749,3097188
MAG_144,c_000000022750,42983
MAG_144,c_000000022751,1483368
MAG_144,c_000000022752,1409416
MAG_144,c_000000022753,1808363
MAG_144,c_000000022754,1376432
MAG_144,c_000000022755,2030324
MAG_144,c_000000022756,3166326
MAG_144,c_000000022757,2634648
MAG_144,c_000000022758,2681571
MAG_144,c_000000022759,2852435
MAG_144,c_000000022760,472604
MAG_144,c_000000022761,1784188
MAG_144,c_000000022762,2908438
MAG_144,c_000000022763,2015632
MAG_144,c_000000022764,691224
MAG_144,c_000000022765,2024400
MAG_144,c_000000022766,3271430
MAG_144,c_000000022767,737392
MAG_144,c_000000022768,2634058
MAG_144,c_000000022769,2680060
MAG_144,c_000000022770,3016926
MAG_144,c_000000022771,2510703
MAG_144,c_000000022772,1489714
MAG_144,c_000000022773,1643745
MAG_144,c_000000022774,2150760
MAG_144,c_000000022775,1410485
MAG_144,c_000000022776,1755039
MAG_144,c_000000022777,1344441
MAG_144,c_000000022778,963847
MAG_144,c_000000022779,2092072
MAG_144,c_000000022780,2857674
MAG_144,c_000000022781,2801689
MAG_144,c_000000022782,882484
MAG_144,c_000000022783,720770
MAG_144,c_000000022784,2391415
MAG_144,c_000000022785,69198
MAG_144,c_000000022786,1727372
MAG_144,c_000000022787,3041779
MAG_144,c_000000022788,1134261
MAG_144,c_000000022789,576990
MAG_144,c_000000022790,1694520
MAG_144,c_000000022791,441119
MAG_144,c_000000022792,2995747
MAG_144,c_000000022793,28393
MAG_144,c_000000022794,2762563
MAG_144,c_000000022795,2946633
MAG_144,c_000000022796,3371462
MAG_144,c_000000022797,536521
MAG_144,c_000000022798,2065539
MAG_144,c_000000022799,961092
MAG_144,c_000000022800,1050566
MAG_144,c_000000022801,2482995
MAG_144,c_000000022802,77042
MAG_144,c_000000022803,2684524
MAG_145,c_000000022804,1470998
MAG_145,c_000000022805,1788581
MAG_145,c_000000022806,259470
MAG_145,c_000000022807,2231376
MAG_145,c_000000022808,2644938
MAG_145,c_000000022809,2616763
MAG_145,c_000000022810,2549748
MAG_145,c_000000022811,1446139
MAG_145,c_000000022812,2993422
MAG_145,c_000000022813,1231293
MAG_145,c_000000022814,1620048
MAG_145,c_000000022815,3037990
MAG_145,c_000000022816,3025442
MAG_145,c_000000022817,1123168
MAG_145,c_000000022818,2683815
MAG_145,c_000000022819,289909
MAG_145,c_000000022820,2662091
MAG_145,c_000000022821,1557693
MAG_145,c_000000022822,728188
MAG_145,c_000000022823,3046897
MAG_145,c_000000022824,259878
MAG_145,c_000000022825,3111886
MAG_145,c_000000022826,2345874
MAG_145,c_000000022827,1650163
MAG_145,c_000000022828,969664
MAG_145,c_000000022829,1975615
MAG_145,c_000000022830,2688229
MAG_145,c_000000022831,2881331
MAG_145,c_000000022832,699507
MAG_145,c_000000022833,1967368
MAG_145,c_000000022834,52897
MAG_145,c_000000022835,71563
MAG_145,c_000000022836,2643236
MAG_145,c_000000022837,1526135
MAG_145,c_000000022838,2770131
MAG_145,c_000000022839,218774
MAG_145,c_000000022840,1529432
MAG_145,c_000000022841,3228648
MAG_145,c_000000022842,3408516
MAG_145,c_000000022843,769464
MAG_145,c_000000022844,773226
MAG_145,c_000000022845,2763547
MAG_145,c_000000022846,1584929
MAG_145,c_000000022847,2299454
MAG_145,c_000000022848,298750
MAG_145,c_000000022849,219584
MAG_145,c_000000022850,2721232
MAG_145,c_000000022851,693777
MAG_145,c_000000022852,3050760
MAG_145,c_000000022853,219460
MAG_145,c_000000022854,788772
MAG_145,c_000000022855,1805332
MAG_145,c_000000022856,2435966
MAG_145,c_000000022857,2539057
MAG_145,c_000000022858,1546774
MAG_145,c_000000022859,653300
MAG_145,c_000000022860,2485268
MAG_145,c_000000022861,2386712
MAG_145,c_000000022862,2731027
MAG_145,c_000000022863,2824964
MAG_145,c_000000022864,1808814
MAG_145,c_000000022865,2900086
MAG_145,c_000000022866,2933123
MAG_145,c_000000022867,2612833
MAG_145,c_000000022868,847870
MAG_145,c_000000022869,50297
MAG_145,c_000000022870,783387
MAG_145,c_000000022871,21099
MAG_145,c_000000022872,2261362
MAG_145,c_000000022873,1327179
MAG_145,c_000000022874,1864153
MAG_145,c_000000022875,3063700
MAG_145,c_000000022876,2272854
MAG_145,c_000000022877,841301
MAG_145,c_000000022878,784537
MAG_145,c_000000022879,2719266
MAG_145,c_000000022880,2708212
MAG_145,c_000000022881,3446197
MAG_145,c_000000022882,639472
MAG_145,c_000000022883,216441
MAG_145,c_000000022884,3000712
MAG_145,c_000000022885,3032164
MAG_145,c_000000022886,2206418
MAG_145,c_000000022887,1690555
MAG_145,c_000000022888,1250270
MAG_145,c_000000022889,2665230
MAG_145,c_000000022890,3144021
MAG_145,c_000000022891,552880
MAG_145,c_000000022892,2577316
MAG_145,c_000000022893,1791283
MAG_145,c_000000022894,266971
MAG_145,c_000000022895,2496921
MAG_145,c_000000022896,2536750
MAG_145,c_000000022897,1450098
MAG_145,c_000000022898,3151084
MAG_145,c_000000022899,838427
MAG_145,c_000000022900,330732
MAG_145,c_000000022901,64789
MAG_145,c_000000022902,3228338
MAG_145,c_000000022903,471260
MAG_145,c_000000022904,2152433
MAG_145,c_000000022905,1534418
MAG_145,c_000000022906,1815144
MAG_145,c_000000022907,2170677
MAG_145,c_000000022908,2915430
MAG_145,c_000000022909,1778033
MAG_145,c_000000022910,382157
MAG_145,c_000000022911,822378
MAG_145,c_000000022912,2895454
MAG_145,c_000000022913,1953668
MAG_145,c_000000022914,1806120
MAG_145,c_000000022915,464147
MAG_145,c_000000022916,859866
MAG_145,c_000000022917,928600
MAG_145,c_000000022918,1057863
MAG_145,c_000000022919,2199365
MAG_145,c_000000022920,949151
MAG_145,c_000000022921,2718155
MAG_145,c_000000022922,2272669
MAG_145,c_000000022923,2122733
MAG_146,c_000000022924,3099793
MAG_146,c_000000022925,2443756
MAG_146,c_000000022926,724829
MAG_146,c_000000022927,1279591
MAG_146,c_000000022928,240177
MAG_146,c_000000022929,1750318
MAG_146,c_000000022930,2180405
MAG_146,c_000000022931,2656285
MAG_146,c_000000022932,1735435
MAG_146,c_000000022933,2435764
MAG_146,c_000000022934,2230446
MAG_146,c_000000022935,3045907
MAG_146,c_000000022936,2179358
MAG_146,c_000000022937,1690350
MAG_146,c_000000022938,1313084
MAG_146,c_000000022939,878606
MAG_146,c_000000022940,3264993
MAG_146,c_000000022941,1971422
MAG_146,c_000000022942,251170
MAG_146,c_000000022943,2261462
MAG_146,c_000000022944,119346
MAG_146,c_000000022945,496843
MAG_146,c_000000022946,1978300
MAG_146,c_000000022947,3311168
MAG_146,c_000000022948,1534834
MAG_146,c_000000022949,2041189
MAG_146,c_000000022950,1674640
MAG_146,c_000000022951,2280827
MAG_146,c_000000022952,668187
MAG_146,c_000000022953,3356661
MAG_146,c_000000022954,23545
MAG_146,c_000000022955,1252118
MAG_146,c_000000022956,3281534
MAG_146,c_000000022957,2262063
MAG_146,c_000000022958,1625775
MAG_146,c_000000022959,1391556
MAG_146,c_000000022960,2614611
MAG_146,c_000000022961,1996460
MAG_146,c_000000022962,574193
MAG_146,c_000000022963,2767969
MAG_146,c_000000022964,1375893
MAG_146,c_000000022965,2395706
MAG_147,c_000000022966,3162869
MAG_147,c_000000022967,2842246
MAG_147,c_000000022968,1180771
MAG_147,c_000000022969,2970216
MAG_147,c_000000022970,1536753
MAG_147,c_000000022971,1974409
MAG_147,c_000000022972,974156
MAG_147,c_000000022973,988503
MAG_147,c_000000022974,1989729
MAG_147,c_000000022975,903338
MAG_147,c_000000022976,3261603
MAG_147,c_000000022977,1181584
MAG_147,c_000000022978,3360131
MAG_147,c_000000022979,21231
MAG_147,c_000000022980,2207823
MAG_147,c_000000022981,3343083
MAG_147,c_000000022982,2262969
MAG_147,c_000000022983,1166863
MAG_147,c_000000022984,2934117
MAG_147,c_000000022985,2385056
MAG_147,c_000000022986,1546961
MAG_147,c_000000022987,1529598
MAG_147,c_000000022988,2034113
MAG_147,c_000000022989,2877380
MAG_147,c_000000022990,2612620
MAG_147,c_000000022991,1979271
MAG_147,c_000000022992,8319
MAG_147,c_000000022993,3064951
MAG_147,c_000000022994,723305
MAG_147,c_000000022995,2849394
MAG_147,c_000000022996,1311626
MAG_147,c_000000022997,2000643
MAG_147,c_000000022998,1659053
MAG_147,c_000000022999,2729262
MAG_147,c_000000023000,2695314
MAG_147,c_000000023001,93177
MAG_147,c_000000023002,297627
MAG_147,c_000000023003,1789092
MAG_147,c_000000023004,1863255
MAG_147,c_000000023005,1560027
MAG_147,c_000000023006,2609671
MAG_147,c_000000023007,1978230
MAG_147,c_000000023008,569053
MAG_147,c_000000023009,2702399
MAG_147,c_000000023010,3405157
MAG_147,c_000000023011,283596
MAG_147,c_000000023012,1582229
MAG_147,c_000000023013,1694746
MAG_147,c_000000023014,2635591
MAG_147,c_000000023015,3278022
MAG_147,c_000000023016,1919702
MAG_147,c_000000023017,302
MAG_147,c_000000023018,1155473
MAG_147,c_000000023019,1758338
MAG_147,c_000000023020,2240645
MAG_147,c_000000023021,660882
MAG_147,c_000000023022,1407397
MAG_147,c_000000023023,1676943
MAG_147,c_000000023024,3340936
MAG_147,c_000000023025,2307792
MAG_147,c_000000023026,1201754
MAG_147,c_000000023027,2692395
MAG_147,c_000000023028,3046422
MAG_147,c_000000023029,3296392
MAG_147,c_000000023030,3059557
MAG_147,c_000000023031,3402025
MAG_147,c_000000023032,501087
MAG_147,c_000000023033,2438813
MAG_147,c_000000023034,592523
MAG_147,c_000000023035,2970158
MAG_147,c_000000023036,1693508
MAG_147,c_000000023037,1759179
MAG_147,c_000000023038,448432
MAG_147,c_000000023039,2686858
MAG_147,c_000000023040,1888786
MAG_147,c_000000023041,3344708
MAG_147,c_000000023042,2640312
MAG_147,c_000000023043,1687240
MAG_147,c_000000023044,2112084
MAG_147,c_000000023045,287763
MAG_147,c_000000023046,2628109
MAG_147,c_000000023047,2427273
MAG_147,c_000000023048,2507539
MAG_147,c_000000023049,2971036
MAG_147,c_000000023050,255659
MAG_147,c_000000023051,3390704
MAG_147,c_000000023052,1437242
MAG_147,c_000000023053,2443149
MAG_147,c_000000023054,384658
MAG_147,c_000000023055,1869344
MAG_148,c_000000023056,1771582
MAG_148,c_000000023057,1380061
MAG_148,c_000000023058,1614323
MAG_148,c_000000023059,2752787
MAG_148,c_000000023060,1759990
MAG_148,c_000000023061,211375
MAG_148,c_000000023062,2737022
MAG_148,c_000000023063,3127305
MAG_148,c_000000023064,2610771
MAG_148,c_000000023065,2517269
MAG_148,c_000000023066,999410
MAG_148,c_000000023067,1329895
MAG_148,c_000000023068,3302248
MAG_148,c_000000023069,2533927
MAG_148,c_000000023070,963094
MAG_148,c_000000023071,2612953
MAG_148,c_000000023072,1554479
MAG_148,c_000000023073,1348277
MAG_148,c_000000023074,2571500
MAG_148,c_000000023075,3090781
MAG_148,c_000000023076,1468451
MAG_148,c_000000023077,1233913
MAG_148,c_000000023078,1130369
MAG_148,c_000000023079,1101706
MAG_148,c_000000023080,3330573
MAG_148,c_000000023081,2115810
MAG_148,c_000000023082,2055374
MAG_148,c_000000023083,968038
MAG_148,c_000000023084,1573190
MAG_148,c_000000023085,210140
MAG_148,c_000000023086,767245
MAG_148,c_000000023087,1192719
MAG_148,c_000000023088,1698575
MAG_148,c_000000023089,2095619
MAG_148,c_000000023090,3471555
MAG_148,c_000000023091,1096648
MAG_148,c_000000023092,528196
MAG_148,c_000000023093,1332292
MAG_148,c_000000023094,2968183
MAG_148,c_000000023095,2405482
MAG_148,c_000000023096,706762
MAG_148,c_000000023097,373768
MAG_148,c_000000023098,1711352
MAG_148,c_000000023099,1326058
MAG_148,c_000000023100,1262088
MAG_148,c_000000023101,998793
MAG_148,c_000000023102,2500905
MAG_148,c_000000023103,1109504
MAG_148,c_000000023104,341591
MAG_148,c_000000023105,1411222
MAG_148,c_000000023106,2831280
MAG_148,c_000000023107,1393670
MAG_148,c_000000023108,2622168
MAG_148,c_000000023109,1981337
MAG_148,c_000000023110,1197325
MAG_148,c_000000023111,781555
MAG_148,c_000000023112,2688085
MAG_148,c_000000023113,1068860
MAG_148,c_000000023114,1228329
MAG_148,c_000000023115,2574080
MAG_148,c_000000023116,686823
MAG_148,c_000000023117,350944
MAG_148,c_000000023118,2394371
MAG_148,c_000000023119,912949
MAG_148,c_000000023120,1671011
MAG_148,c_000000023121,1748548
MAG_148,c_000000023122,236361
MAG_148,c_000000023123,2292050
MAG_148,c_000000023124,1653929
MAG_148,c_000000023125,1164805
MAG_148,c_000000023126,3150121
MAG_148,c_000000023127,793962
MAG_148,c_000000023128,1811887
MAG_148,c_000000023129,1572381
MAG_148,c_000000023130,3221745
MAG_148,c_000000023131,2615574
MAG_148,c_000000023132,1769627
MAG_148,c_000000023133,1917354
MAG_148,c_000000023134,345986
MAG_148,c_000000023135,673119
MAG_148,c_000000023136,488995
MAG_148,c_000000023137,1902542
MAG_148,c_000000023138,1142287
MAG_148,c_000000023139,3059044
MAG_148,c_000000023140,2120928
MAG_148,c_000000023141,565770
MAG_148,c_000000023142,59391
MAG_148,c_000000023143,1471619
MAG_148,c_000000023144,1379037
MAG_148,c_000000023145,1098359
MAG_148,c_000000023146,1883573
MAG_148,c_000000023147,936976
MAG_148,c_000000023148,1388224
MAG_148,c_000000023149,1574375
MAG_148,c_000000023150,3057791
MAG_148,c_000000023151,2428046
MAG_148,c_000000023152,2194702
MAG_148,c_000000023153,1582303
MAG_148,c_000000023154,3315254
MAG_148,c_000000023155,2431807
MAG_148,c_000000023156,3270984
MAG_148,c_000000023157,3468944
MAG_148,c_000000023158,1900485
MAG_148,c_000000023159,1446734
MAG_148,c_000000023160,1256388
MAG_148,c_000000023161,2492428
MAG_148,c_000000023162,756058
MAG_148,c_000000023163,2394345
MAG_148,c_000000023164,1520941
MAG_148,c_000000023165,3160617
MAG_148,c_000000023166,3158937
MAG_148,c_000000023167,1975021
MAG_148,c_000000023168,3062037
MAG_148,c_000000023169,1197419
MAG_148,c_000000023170,2548275
MAG_148,c_000000023171,101567
MAG_148,c_000000023172,2503344
MAG_148,c_000000023173,2399281
MAG_148,c_000000023174,255668
MAG_148,c_000000023175,3247356
MAG_148,c_000000023176,1811355
MAG_148,c_000000023177,887237
MAG_148,c_000000023178,2293692
MAG_148,c_000000023179,156504
MAG_148,c_000000023180,687208
MAG_148,c_000000023181,801856
MAG_148,c_000000023182,1773041
MAG_148,c_000000023183,2558759
MAG_148,c_000000023184,1765795
MAG_148,c_000000023185,97208
MAG_148,c_000000023186,1548027
MAG_148,c_000000023187,1272854
MAG_148,c_000000023188,778751
MAG_148,c_000000023189,1243116
MAG_148,c_000000023190,989558
MAG_148,c_000000023191,3357627
MAG_148,c_000000023192,2629183
MAG_148,c_000000023193,1762840
MAG_148,c_000000023194,2414036
MAG_148,c_000000023195,2510728
MAG_148,c_000000023196,238126
MAG_148,c_000000023197,661234
MAG_148,c_000000023198,2851274
MAG_148,c_000000023199,89284
MAG_148,c_000000023200,3067977
MAG_148,c_000000023201,3104261
MAG_148,c_000000023202,1747369
MAG_148,c_000000023203,3030729
MAG_148,c_000000023204,164444
MAG_148,c_000000023205,1794418
MAG_148,c_000000023206,611123
MAG_148,c_000000023207,1753148
MAG_148,c_000000023208,1667833
MAG_148,c_000000023209,872635
MAG_148,c_000000023210,1797238
MAG_148,c_000000023211,1064747
